4.3994 	INFO 	Loaded monitor calibration from ['2025_02_13 22:41']
3.2297 	EXP 	image: image = 'image/number4.png'
3.2297 	EXP 	image: autoDraw = True
3.4821 	DATA 	Keypress: 4
3.4962 	EXP 	image: autoDraw = False
3.4962 	EXP 	text: autoDraw = True
3.9802 	EXP 	New trial (rep=0, index=4): <Trial 4 (4 in rep 0) data={'article_image': 'image/number5.png', 'thisN': 4, 'thisTrialN': 4, 'thisRepN': 0}>
4.0174 	INFO 	Keyboard events cleared
4.0172 	EXP 	text: autoDraw = False
4.0172 	EXP 	text: autoDraw = False
4.0172 	EXP 	image: image = 'image/number5.png'
4.0172 	EXP 	image: autoDraw = True
4.5686 	DATA 	Keypress: 4
4.5844 	EXP 	image: autoDraw = False
4.5844 	EXP 	text: autoDraw = True
5.0682 	EXP 	New trial (rep=0, index=5): <Trial 5 (5 in rep 0) data={'article_image': 'image/number6.png', 'thisN': 5, 'thisTrialN': 5, 'thisRepN': 0}>
5.1055 	INFO 	Keyboard events cleared
5.1053 	EXP 	text: autoDraw = False
5.1053 	EXP 	image: image = 'image/number6.png'
5.1053 	EXP 	image: autoDraw = True
6.4409 	DATA 	Keypress: 4
6.4566 	EXP 	image: autoDraw = False
6.4566 	EXP 	text: autoDraw = True
6.9406 	EXP 	New trial (rep=0, index=6): <Trial 6 (6 in rep 0) data={'article_image': 'image/number7.png', 'thisN': 6, 'thisTrialN': 6, 'thisRepN': 0}>
6.9777 	INFO 	Keyboard events cleared
6.9775 	EXP 	text: autoDraw = False
6.9775 	EXP 	text: autoDraw = False
6.9775 	EXP 	image: image = 'image/number7.png'
6.9775 	EXP 	image: autoDraw = True
7.1451 	DATA 	Keypress: 5
7.3787 	DATA 	Keypress: 5
7.5453 	DATA 	Keypress: 5
7.8959 	DATA 	Keypress: 3
7.9117 	EXP 	image: autoDraw = False
7.9117 	EXP 	text: autoDraw = True
8.3956 	EXP 	New trial (rep=0, index=7): <Trial 7 (7 in rep 0) data={'article_image': 'image/number8.png', 'thisN': 7, 'thisTrialN': 7, 'thisRepN': 0}>
8.4329 	INFO 	Keyboard events cleared
8.4327 	EXP 	text: autoDraw = False
8.4327 	EXP 	image: image = 'image/number8.png'
8.4327 	EXP 	image: autoDraw = True
8.6338 	DATA 	Keypress: 2
8.6496 	EXP 	image: autoDraw = False
8.6496 	EXP 	text: autoDraw = True
9.1334 	EXP 	New trial (rep=0, index=8): <Trial 8 (8 in rep 0) data={'article_image': 'image/number9.png', 'thisN': 8, 'thisTrialN': 8, 'thisRepN': 0}>
9.1707 	INFO 	Keyboard events cleared
9.1705 	EXP 	text: autoDraw = False
9.1705 	EXP 	image: image = 'image/number9.png'
9.1705 	EXP 	image: autoDraw = True
9.4050 	DATA 	Keypress: 1
9.4208 	EXP 	image: autoDraw = False
9.4208 	EXP 	text: autoDraw = True
9.9047 	EXP 	New trial (rep=0, index=9): <Trial 9 (9 in rep 0) data={'article_image': 'image/number10.png', 'thisN': 9, 'thisTrialN': 9, 'thisRepN': 0}>
9.9420 	INFO 	Keyboard events cleared
9.9418 	EXP 	text: autoDraw = False
9.9418 	EXP 	image: image = 'image/number10.png'
9.9418 	EXP 	image: autoDraw = True
10.4099 	DATA 	Keypress: 1
10.4251 	EXP 	image: autoDraw = False
10.4251 	EXP 	text: autoDraw = True
10.9255 	EXP 	text: autoDraw = False
10.9256 	EXP 	article: status = STOPPED
10.9274 	INFO 	saved data to 'C:\\psychopywork\\jubjaikwam\\data/281277_article_2025-04-23_14h58.41.773.csv'
10.9279 	INFO 	saved data to C:\psychopywork\jubjaikwam\data/281277_article_2025-04-23_14h58.41.773.psydat
